pin,slack
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_a_in_2_0_i_m2_bm[2]:B,4644
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_a_in_2_0_i_m2_bm[2]:C,3749
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_a_in_2_0_i_m2_bm[2]:D,3654
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/p_MACC_buf.bf0_imag_a_in_2_0_i_m2_bm[2]:Y,3654
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:CLK,5157
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:D,6897
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:EN,6814
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:Q,5157
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_valid_sig:SLn,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:CLK,5520
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:D,5715
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:EN,5984
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:Q,5520
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:SD,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_0_assoc[0]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m125:A,3132
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m125:B,3281
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m125:C,2270
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m125:D,959
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m125:Y,959
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/FF_35:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/FF_35:IPENn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:CLK,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:D,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:Q,8668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/adr_b_pipe_1[2]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_1:B,6819
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_1:C,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_1:IPB,6819
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/CFG_1:IPC,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:ADn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:ALn,6786
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:CLK,5076
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:D,4799
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:EN,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:LAT,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:Q,5076
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:SD,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_A_sig[0]:SLn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_13:A,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_13:B,7210
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_13:C,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_13:D,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_13:FCI,6969
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_13:FCO,6969
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un2_mult_result_rnd_slice_bias_cry_13:S,7003
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_max_6[8]:A,6959
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_max_6[8]:B,7561
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_max_6[8]:Y,6959
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_1_temp_0_iv[0]:A,6741
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_1_temp_0_iv[0]:B,6722
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_1_temp_0_iv[0]:C,4505
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_1_temp_0_iv[0]:D,4402
FFT_AHB_Wrapper_0/FFT_Core/B_ADDR_1_temp_0_iv[0]:Y,4402
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIRVG9:A,5056
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIRVG9:B,7676
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/hready_m_xhdl340_0_a2_RNIRVG9:Y,5056
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max_6[1]:A,6905
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max_6[1]:B,7553
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_max_6[1]:Y,6905
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/GATEDHWRITE_i_m2:A,3786
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/GATEDHWRITE_i_m2:B,2029
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/GATEDHWRITE_i_m2:C,3728
CoreAHBLite_C0_0/CoreAHBLite_C0_0/matrix4x16/masterstage_0/GATEDHWRITE_i_m2:Y,2029
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_19:B,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_19:C,4624
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_19:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_19:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_19:IPC,4624
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_19:IPD,
FFT_AHB_Wrapper_0/FFT_Core/DPSRAM_1/DPSRAM_C0_0/DPSRAM_C0_DPSRAM_C0_0_DPSRAM_R0C0/FF_15:EN,
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[5]:A,7450
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[5]:B,7359
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[5]:C,6804
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[5]:D,6752
FFT_AHB_Wrapper_0/FFT_Core/A_DIN_0_3[5]:Y,6752
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/FF_32:EN,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/HARD_MULT_ADDSUB_C1_0/HARD_MULT_ADDSUB_C1_0/U0/U0/FF_32:IPENn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_32:B,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_32:C,4549
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_32:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/HARD_MULT_ADDSUB_C0_0/HARD_MULT_ADDSUB_C0_0/U0/U0/CFG_32:IPC,4549
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:CLK,7298
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:D,7094
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:Q,7298
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/temp_real_trunc_rnd[9]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_cnt_RNITAO21[2]:A,2963
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_cnt_RNITAO21[2]:B,2872
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_cnt_RNITAO21[2]:C,2575
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/dft_cnt_RNITAO21[2]:Y,2575
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_ready:A,5512
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_ready:B,5414
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_ready:C,4071
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_ready:D,3902
FFT_AHB_Wrapper_0/FFT_Core/FFT_Sample_Outputer_0/output_ready:Y,3902
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_0_i_m2[8]:A,3381
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_0_i_m2[8]:B,5031
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_0_i_m2[8]:C,4299
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_0_i_m2[8]:Y,3381
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:ADn,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:ALn,6786
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:CLK,6304
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:D,4893
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:EN,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:LAT,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:Q,6304
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:SD,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/val_B_sig[8]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m431_2_0:A,716
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m431_2_0:B,1059
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m431_2_0:C,3427
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m431_2_0:Y,716
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[0]:A,131
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[0]:B,-3625
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[0]:C,2694
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[0]:D,-96
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[0]:Y,-3625
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_225:IPB,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m51_3:A,1867
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m51_3:B,989
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m51_3:C,1958
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m51_3:Y,989
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m229:A,1021
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m229:B,937
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m229:C,658
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m229:D,668
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m229:Y,658
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_1_i_m2[5]:A,4756
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_1_i_m2[5]:B,6349
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_1_i_m2[5]:C,5617
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/ram_adr_0_sig_1_i_m2[5]:Y,4756
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un9_val_a_pos_cry_5:A,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un9_val_a_pos_cry_5:B,6287
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un9_val_a_pos_cry_5:C,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un9_val_a_pos_cry_5:D,
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un9_val_a_pos_cry_5:FCI,6202
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un9_val_a_pos_cry_5:FCO,6202
FFT_AHB_Wrapper_0/Alpha_Max_plus_Beta_Min_0/un9_val_a_pos_cry_5:S,6351
Board_LEDs_obuf[7]/U0/U_IOPAD:D,
Board_LEDs_obuf[7]/U0/U_IOPAD:E,
Board_LEDs_obuf[7]/U0/U_IOPAD:PAD,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:A,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:B,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:C,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:IPA,
FFT_Accel_system_sb_0/FFT_Accel_system_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_88:IPB,
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[2]:A,1192
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[2]:B,-2578
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[2]:C,3741
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[2]:D,951
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_capture.HADDR_S_sig[2]:Y,-2578
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_cnt_RNIMHD84[0]:A,6184
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_cnt_RNIMHD84[0]:B,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_cnt_RNIMHD84[0]:C,4532
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_cnt_RNIMHD84[0]:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_cnt_RNIMHD84[0]:FCI,5191
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_cnt_RNIMHD84[0]:FCO,5191
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/bfly_cnt_RNIMHD84[0]:Y,4532
FFT_AHB_Wrapper_0/FFT_Core/abs_val_stable_1_sqmuxa_1:A,3730
FFT_AHB_Wrapper_0/FFT_Core/abs_val_stable_1_sqmuxa_1:B,4165
FFT_AHB_Wrapper_0/FFT_Core/abs_val_stable_1_sqmuxa_1:C,57
FFT_AHB_Wrapper_0/FFT_Core/abs_val_stable_1_sqmuxa_1:D,2450
FFT_AHB_Wrapper_0/FFT_Core/abs_val_stable_1_sqmuxa_1:Y,57
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m172_1_0_wmux:A,2247
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m172_1_0_wmux:B,1916
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m172_1_0_wmux:C,1095
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m172_1_0_wmux:D,814
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m172_1_0_wmux:FCI,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m172_1_0_wmux:FCO,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/Twiddle_table_0/sin_twid_1_16_0_.m172_1_0_wmux:Y,814
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:CLK,4707
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:D,7543
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:Q,4707
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/real_a_out_sum_slice[0]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:ADn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:ALn,6786
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:CLK,4981
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:D,7288
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:EN,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:LAT,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:Q,4981
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:SD,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_a_out_sum_slice[8]:SLn,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_cry_0:A,7344
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_cry_0:B,7275
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_cry_0:C,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_cry_0:D,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_cry_0:FCI,
FFT_AHB_Wrapper_0/FFT_Core/FFT_Transformer_0/FFT_Butterfly_HW_MATHDSP_0/imag_b_out_sum_cry_0:FCO,7275
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.un8_hwrite_sig_use_0_RNIQQ9FB_0:A,-1388
FFT_AHB_Wrapper_0/FFT_Core/p_AHB_Reg_Read.un8_hwrite_sig_use_0_RNIQQ9FB_0:B,-1459
